Date,axiuTep,iniuTep,AverageTep,Departure,HDD,CDD,Precipitation,NewSnow,DepartureTep,SnowDepth,Electricity(GWh)/Non-Residential,Electricity(GWh)/Residential,Gas(Thers)/Non-Residential,Gas(Thers)/Residential,edian_Incoe(dollars),Population,Wind,Solar,Sall hydro,Geotheral,Bioass,Large hydro,Coal,Nuclear,Natural gas,Unspecified
42884,84,55,69.5,,0,5,0,,-0.4,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42885,79,55,67,,0,2,0,,-3.1,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42886,82,57,69.5,,0,5,0.1,,-0.7,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42887,86,57,71.5,,0,7,0,0,1.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42888,92,59,75.5,,0,11,0,0,4.9,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42889,91,61,76,,0,11,0,0,5.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42890,89,58,73.5,,0,9,0,0,2.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42891,94,56,75,,0,10,0,0,3.9,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42892,92,60,76,,0,11,0,0,4.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42893,82,58,70,,0,5,0,0,-1.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42894,73,54,63.5,,1,0,0.18,0,-8.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42895,78,56,67,,0,2,0,0,-4.9,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42896,78,49,63.5,,1,0,0,0,-8.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42897,71,49,60,,5,0,0,0,-12.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42898,75,49,62,,3,0,0,0,-10.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42899,86,54,70,,0,5,0,0,-2.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42900,93,58,75.5,,0,11,0,0,2.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42901,95,60,77.5,,0,13,0,0,4.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42902,101,66,83.5,,0,19,0,0,10.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42903,101,74,87.5,,0,23,0,0,14,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42904,106,75,90.5,,0,26,0,0,16.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42905,107,78,92.5,,0,28,0,0,18.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42906,106,74,90,,0,25,0,0,16,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42907,106,66,86,,0,21,0,0,11.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42908,108,77,92.5,,0,28,0,0,18.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42909,101,69,85,,0,20,0,0,10.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42910,97,62,79.5,,0,15,0,0,4.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42911,89,61,75,,0,10,0,0,0,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42912,85,58,71.5,,0,7,0,0,-3.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42913,88,59,73.5,,0,9,0,0,-1.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42914,92,57,74.5,,0,10,0,0,-1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42915,94,58,76,,0,11,0,0,0.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42916,94,57,75.5,,0,11,0,0,-0.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42917,92,58,75,,0,10,0,0,-1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42918,94,59,76.5,,0,12,0,0,0.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42919,94,61,77.5,,0,13,0,0,1.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42920,95,62,78.5,,0,14,0,0,2.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42921,94,59,76.5,,0,12,0,0,0,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42922,103,63,83,,0,18,0,0,6.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42923,108,68,88,,0,23,0,0,11.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42924,105,71,88,,0,23,0,0,11.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42925,102,68,85,,0,20,0,0,8.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42926,99,66,82.5,,0,18,0,0,5.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42927,94,64,79,,0,14,0,0,1.9,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42928,95,62,78.5,,0,14,0,0,1.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42929,96,64,80,,0,15,0,0,2.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42930,98,64,81,,0,16,0,0,3.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42931,102,66,84,,0,19,0,0,6.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42932,106,71,88.5,,0,24,0,0,11.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42933,102,69,85.5,,0,21,0,0,8.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42934,93,65,79,,0,14,0,0,1.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42935,97,60,78.5,,0,14,0,0,1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42936,95,61,78,,0,13,0,0,0.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42937,98,62,80,,0,15,0,0,2.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42938,102,63,82.5,,0,18,0,0,5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42939,103,71,87,,0,22,0,0,9.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42940,92,64,78,,0,13,0,0,0.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42941,95,61,78,,0,13,0,0,0.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42942,98,61,79.5,,0,15,0,0,2.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42943,102,64,83,,0,18,0,0,5.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42944,102,70,86,,0,21,0,0,8.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42945,97,63,80,,0,15,0,0,2.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42946,100,60,80,,0,15,0,0,2.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42947,101,62,81.5,,0,17,0,0,4.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42948,104,65,84.5,,0,20,0,0,7.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42949,102,73,87.5,,0,23,0,0,10.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42950,102,76,89,,0,24,0,0,11.9,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42951,93,74,83.5,,0,19,0,0,6.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42952,95,68,81.5,,0,17,0,0,4.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42953,91,61,76,,0,11,0,0,-1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42954,93,60,76.5,,0,12,0,0,-0.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42955,95,60,77.5,,0,13,0,0,0.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42956,90,60,75,,0,10,0,0,-1.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42957,95,60,77.5,,0,13,0,0,0.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42958,99,62,80.5,,0,16,0,0,3.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42959,96,64,80,,0,15,0,0,3.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42960,92,61,76.5,,0,12,0,0,-0.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42961,82,60,71,,0,6,0,0,-5.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42962,85,58,71.5,,0,7,0,0,-4.9,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42963,90,58,74,,0,9,0,0,-2.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42964,95,62,78.5,,0,14,0,0,2.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42965,96,61,78.5,,0,14,0,0,2.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42966,93,61,77,,0,12,0,0,0.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42967,90,60,75,,0,10,0,0,-1.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42968,85,62,73.5,,0,9,0,0,-2.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42969,96,62,79,,0,14,0,0,3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42970,98,62,80,,0,15,0,0,4.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42971,91,61,76,,0,11,0,0,0.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42972,98,60,79,,0,14,0,0,3.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42973,104,64,84,,0,19,0,0,8.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42974,107,71,89,,0,24,0,0,13.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42975,109,70,89.5,,0,25,0,0,13.9,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42976,100,67,83.5,,0,19,0,0,8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42977,98,62,80,,0,15,0,0,4.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42978,101,60,80.5,,0,16,0,0,5.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42979,107,70,88.5,,0,24,0,0,13.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42980,106,71,88.5,,0,24,0,0,13.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42981,105,74,89.5,,0,25,0,0,14.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42982,95,74,84.5,,0,20,0,0,9.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42983,93,70,81.5,,0,17,0,0,6.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42984,94,68,81,,0,16,0,0,6.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42985,80,66,73,,0,8,0,0,-1.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42986,90,62,76,,0,11,0,0,1.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42987,94,62,78,,0,13,0,0,3.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42988,98,66,82,,0,17,0,0,7.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42989,100,71,85.5,,0,21,0,0,11.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42990,95,69,82,,0,17,0,0,8.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42991,81,64,72.5,,0,8,0,0,-1.3,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42992,79,63,71,,0,6,0,0,-2.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42993,85,57,71,,0,6,0,0,-2.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42994,85,60,72.5,,0,8,0,0,-0.8,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42995,87,59,73,,0,8,0,0,-0.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42996,84,60,72,,0,7,0,0,-0.9,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42997,79,55,67,,0,2,0,0,-5.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42998,80,55,67.5,,0,3,0,0,-5.1,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
42999,75,52,63.5,,1,0,0,0,-8.9,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43000,76,53,64.5,,0,0,0,0,-7.6,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43001,80,53,66.5,,0,2,0,0,-5.4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43002,83,52,67.5,,0,3,0,0,-4.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43003,86,53,69.5,,0,5,0,0,-2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43004,92,55,73.5,,0,9,0,0,2.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43005,93,57,75,,0,10,0,0,4,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43006,93,59,76,,0,11,0,0,5.2,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43007,87,61,74,,0,9,0,0,3.5,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43008,84,58,71,,0,6,0,0,0.7,0,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43009,81,59,70,0,0,5,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43010,79,54,66.5,-3.2,0,2,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43011,80,47,63.5,-6,1,0,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43012,81,50,65.5,-3.7,0,1,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43013,83,49,66,-2.9,0,1,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43014,86,50,68,-0.6,0,3,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43015,87,53,70,1.7,0,5,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43016,80,55,67.5,-0.5,0,3,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43017,83,58,70.5,2.8,0,6,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43018,85,52,68.5,1.1,0,4,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43019,75,54,64.5,-2.6,0,0,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43020,75,48,61.5,-5.3,3,0,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43021,77,44,60.5,-6,4,0,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43022,77,54,65.5,-0.7,0,1,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43023,82,46,64,-1.8,1,0,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43024,85,49,67,1.5,0,2,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43025,82,51,66.5,1.3,0,2,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43026,83,48,65.5,0.7,0,1,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43027,73,51,62,-2.5,3,0,0.07,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43028,65,50,57.5,-6.6,7,0,0.07,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43029,71,45,58,-5.8,7,0,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43030,75,47,61,-2.4,4,0,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43031,83,54,68.5,5.4,0,4,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43032,87,55,71,8.3,0,6,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43033,87,56,71.5,9.1,0,7,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43034,87,55,71,9,0,6,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43035,86,55,70.5,8.9,0,6,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43036,86,53,69.5,8.2,0,5,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43037,84,53,68.5,7.6,0,4,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
43038,70,51,60.5,0,4,0,0,,,,6283.61341,5242.164487,109.925151,198.851836,,,0.094,0.102,0.027,0.044,0.024,0.147,0.041,0.091,0.337,0.093
